name,pointx_class,lat,lon,poi_class,Entertainment,Gambling,Sports
F45,4240293.0,51.51018435027144,-0.0049275197959841,Sports,0,0,1
F45,4240293.0,51.43664945853134,-0.1274821095584001,Sports,0,0,1
F45,4240293.0,51.41484001249513,-0.1932174151672554,Sports,0,0,1
F45,4240293.0,51.51364569292653,-0.1371964303647076,Sports,0,0,1
Frame,4240293.0,51.534514309459695,-0.1061227897882284,Sports,0,0,1
Yogarise,4240293.0,51.470008158950726,-0.065758169162627,Sports,0,0,1
Energie Fitness Clubs,4240293.0,51.553107417782535,-0.287893157728986,Sports,0,0,1
The Yoga Mela,4240293.0,51.398123505723625,-0.0779640325336088,Sports,0,0,1
Se9 Pilates,4240293.0,51.45049338601631,0.0583727124857439,Sports,0,0,1
Moreyoga,4240293.0,51.37898496559644,-0.1004500257590029,Sports,0,0,1
Moreyoga,4240293.0,51.48561066447554,0.0080474587812697,Sports,0,0,1
The Hatch Club,4250312.0,51.4752739625908,-0.0352373454688731,Entertainment,1,0,0
Moreyoga,4240293.0,51.490666364590986,-0.0382777408606052,Sports,0,0,1
Jetts,4240293.0,51.46979615929023,-0.1257912440025812,Sports,0,0,1
Cashino Gaming,4220277.0,51.52725711804583,-0.3521210518866821,Entertainment,1,0,0
Ruby Lounge,4250312.0,51.48265730971335,-0.0611902749670082,Entertainment,1,0,0
F45,4240293.0,51.30933352012958,-0.3004250461852699,Sports,0,0,1
The Yard,4240293.0,51.470007379000855,-0.065765401418724,Sports,0,0,1
9round,4240293.0,51.511731640545925,-0.0914167788631997,Sports,0,0,1
The Fitness Link HQ,4240293.0,51.374283540513886,0.0986476664445367,Sports,0,0,1
F45,4240293.0,51.5389487804625,-0.0784349612707005,Sports,0,0,1
F45,4240293.0,51.49455918682905,-0.2791636806290982,Sports,0,0,1
F45,4240293.0,51.51060816659343,-0.0925589919468655,Sports,0,0,1
Pure Gym,4240293.0,51.47779673962853,-0.081140146353902,Sports,0,0,1
The Little Gym,4240293.0,51.47654410008549,-0.2675180244343316,Sports,0,0,1
The Boutique Members Club,4250314.0,51.51374124061872,-0.2997893188501055,Entertainment,1,0,0
Paradise London,4250312.0,51.48861847953916,-0.1224727978888202,Entertainment,1,0,0
Easygym,4240293.0,51.47269330687653,-0.093536147740392,Sports,0,0,1
V02 London,4240293.0,51.61935057410042,-0.1067676114153216,Sports,0,0,1
Dragonfly Yoga Studio,4240293.0,51.42621785986772,-0.0535108463180951,Sports,0,0,1
Lee Valley Velopark,4240293.0,51.550391102461575,-0.01525044966344,Sports,0,0,1
The Vaults,4250315.0,51.5019735394061,-0.1153104393378195,Entertainment,1,0,0
3tribes,4240293.0,51.501683483677496,-0.0939690802329002,Sports,0,0,1
Gym On,4240293.0,51.46523048510712,-0.1807612928703865,Sports,0,0,1
Soulcycle,4240293.0,51.51490239038289,-0.1376207760657851,Sports,0,0,1
Laura Sevenus,4240293.0,51.49405503177266,-0.24664437056364,Sports,0,0,1
Colab,4250315.0,51.49688774139753,-0.0943564435452,Entertainment,1,0,0
Moreyoga,4240293.0,51.5366894261291,-0.1016057103773794,Sports,0,0,1
The Gym,4240293.0,51.515389134632905,0.0094102189703868,Sports,0,0,1
The Gym,4240293.0,51.51604337045843,-0.1364212025825997,Sports,0,0,1
Colombo Centre,4240293.0,51.5056946755029,-0.1050989219571414,Sports,0,0,1
Moreyoga,4240293.0,51.55950534558024,-0.2808147815984446,Sports,0,0,1
Body & Brain,4240293.0,51.46260356488887,-0.2223117199327275,Sports,0,0,1
Crossfit Putney,4240293.0,51.46278641497376,-0.2100968161850239,Sports,0,0,1
Union Club,4240301.0,51.58086921256912,-0.3336855045416507,Sports,0,0,1
Power League,4240302.0,51.635797872412425,-0.0665015155543485,Sports,0,0,1
Sd Bar & Lanes,4240290.0,51.61737778248089,-0.3117433505436005,Sports,0,0,1
Coco Cure,4250312.0,51.51341737220485,-0.0757090860940777,Entertainment,1,0,0
Royal Naval Association,4250314.0,51.47520973980525,-0.090680804167995,Entertainment,1,0,0
William Hill,4220279.0,51.36243677092334,-0.1221072052866678,Gambling,0,1,0
Fairfield Halls,4250315.0,51.37287330224174,-0.095674216124587,Entertainment,1,0,0
Energie Fitness Clubs,4240293.0,51.4485212828733,-0.017115355814303,Sports,0,0,1
Moreyoga,4240293.0,51.51372421941579,-0.1376111804533092,Sports,0,0,1
Moreyoga,4240293.0,51.6135416371223,-0.177340531099681,Sports,0,0,1
Ultimate Performance,4240293.0,51.50826667273911,-0.1530223567039882,Sports,0,0,1
Duke Box Gym,4240293.0,51.35246363848683,-0.098129109125706,Sports,0,0,1
Phase,4250312.0,51.37368112383896,-0.1016753444972178,Entertainment,1,0,0
Royal Casino Slots,4220277.0,51.34080287839896,-0.0137847587600789,Entertainment,1,0,0
Power League,4240302.0,51.43029212649923,-0.3994445491761911,Sports,0,0,1
Power League,4240302.0,51.6065783326038,-0.0532581337265478,Sports,0,0,1
Power League,4240302.0,51.49135015599402,-0.1150571505051759,Sports,0,0,1
Power League,4240302.0,51.65848213926043,-0.3690375605454162,Sports,0,0,1
Aspire Leisure Centre,4240293.0,51.63256300008065,-0.3104412404341838,Sports,0,0,1
Royal Naval Association,4250314.0,51.56824694814176,-0.3491532660658146,Entertainment,1,0,0
The Conservative Association,4250314.0,51.436013391895614,-0.4682600482621297,Entertainment,1,0,0
Komnata Escape Room,4220277.0,51.490156092344606,-0.1219601994458056,Entertainment,1,0,0
Twist Studios,4240293.0,51.43603553267073,-0.0549927173528369,Sports,0,0,1
Power League,4240302.0,51.59885132352712,0.1012312737116797,Sports,0,0,1
Power League,4240302.0,51.60808727793062,-0.1636340016393242,Sports,0,0,1
Energie Fitness Clubs,4240293.0,51.376178915113,-0.0910251694224744,Sports,0,0,1
F45,4240293.0,51.522538429949726,-0.1772098076483889,Sports,0,0,1
Power League,4240302.0,51.5794076206429,-0.3263927510871544,Sports,0,0,1
Power League,4240302.0,51.607538111451376,-0.2267566977450559,Sports,0,0,1
Ten Health & Fitness,4240293.0,51.51769383935878,-0.1322027602217661,Sports,0,0,1
Royal Naval Association,4250314.0,51.55127854272226,-0.4486558867386644,Entertainment,1,0,0
Power League,4240302.0,51.605654736886486,-0.1519957372086279,Sports,0,0,1
Power League,4240302.0,51.52519329693735,0.0779293927201976,Sports,0,0,1
Royal Naval Association,4250314.0,51.44344586075249,0.2217342951147842,Entertainment,1,0,0
Royal Naval Association,4250314.0,51.42619612934381,0.0993568118640851,Entertainment,1,0,0
Push Studios,4240293.0,51.45624157387461,-0.0767615836208898,Sports,0,0,1
Tottenham Hotspur Stadium,4240302.0,51.60419849846645,-0.0675987444759763,Sports,0,0,1
Evolve,4240293.0,51.57199717474729,-0.0212420274863283,Sports,0,0,1
Little Venice Sports Centre,4240293.0,51.522538429949726,-0.1772098076483889,Sports,0,0,1
South Oxhey Leisure Centre,4240293.0,51.62722625699,-0.3925526314772475,Sports,0,0,1
In Motion,4240293.0,51.54371779217342,-0.1514862765595077,Sports,0,0,1
Yoga House,4240293.0,51.44584733463807,-0.0206562604495992,Sports,0,0,1
Oxygen Freejumping,4220277.0,51.50200669552425,0.0047581930053997,Entertainment,1,0,0
Atik,4250312.0,51.44597432390011,0.2145317421284209,Entertainment,1,0,0
Rosemary Gardens Football Pitch & Tennis Courts,4240293.0,51.53904501629047,-0.0877363254643116,Sports,0,0,1
The Phoenix Centre,4240293.0,51.35321800880448,-0.1332842187721165,Sports,0,0,1
Gunnersbury Park Sports Hub,4240293.0,51.49654819522527,-0.2905318667180109,Sports,0,0,1
Snap Fitness,4240293.0,51.48639166417759,0.0076021244543611,Sports,0,0,1
Kensal Rise Constitutional Club,4250314.0,51.53766958176405,-0.2227193760487142,Entertainment,1,0,0
Rise Nw5,4240293.0,51.55807652499604,-0.1433736610195993,Sports,0,0,1
Equal Results,4240293.0,51.58602591725632,-0.1474166958018821,Sports,0,0,1
Crossfit Tufnell Park,4240293.0,51.55610869358472,-0.138361563030488,Sports,0,0,1
Ashburton Hall & Park,4240293.0,51.38556183563638,-0.0654693957535312,Sports,0,0,1
Better Gym,4240293.0,51.603373248336005,-0.0159791755267073,Sports,0,0,1
New Barnet Leisure Centre,4240293.0,51.65273720639578,-0.1690132303047061,Sports,0,0,1
Mighteefit Health Studio,4240293.0,51.59630288223488,-0.1988059361720935,Sports,0,0,1
Bushey Driving Range,4240292.0,51.644248462260606,-0.3652123985137467,Sports,0,0,1
Streatham Space Project,4250315.0,51.43936948382035,-0.1266226496580678,Entertainment,1,0,0
Beks Zone,4240301.0,51.535392591651856,0.0945292981737194,Sports,0,0,1
Yoga in Hampstead,4240293.0,51.555411052916725,-0.1787088604406071,Sports,0,0,1
Bambino's,4220277.0,51.451097257301285,0.1796748646185681,Entertainment,1,0,0
The Spa,4240293.0,51.502863419564086,0.0030378921462499,Sports,0,0,1
Base 13,4240293.0,51.458825242948,0.0057156325959262,Sports,0,0,1
Equal Results,4240293.0,51.598351222305816,-0.1386849470451759,Sports,0,0,1
Zenw2 Yoga,4240293.0,51.547719234983,-0.2236546814422622,Sports,0,0,1
New River Sport & Fitness,4240293.0,51.60440753354754,-0.1019017024432047,Sports,0,0,1
Fc Gym,4240293.0,51.44622253145983,-0.1493100854272426,Sports,0,0,1
Broadwater Farm Community Centre,4240293.0,51.59571697273349,-0.0845050218572649,Sports,0,0,1
Twist Studios,4240293.0,51.465762296544085,-0.016699141541222,Sports,0,0,1
Stretch Lab,4240293.0,51.51713108838193,-0.1375298669069064,Sports,0,0,1
Future Fitness,4240293.0,51.33470513605887,-0.2602385006241463,Sports,0,0,1
Orange Yard,4250312.0,51.51488621303616,-0.1303863277557072,Entertainment,1,0,0
Fillies Stir 777,4250312.0,51.40767798503576,-0.30795487600701,Entertainment,1,0,0
Master Peace,4240293.0,51.493662217967234,-0.1489337018047524,Sports,0,0,1
My Pilates London,4240293.0,51.46462509483173,-0.2156827261300832,Sports,0,0,1
Thurloe Street Pilates,4240293.0,51.494663099621725,-0.1738272905680278,Sports,0,0,1
Class Ufc Gym,4240293.0,51.31709785459998,-0.5589111407094179,Sports,0,0,1
Doyle's Opticians,4220277.0,51.50355021392669,-0.2190184782163597,Entertainment,1,0,0
Forty Five,4220280.0,51.49517169000304,-0.1778493630044561,Gambling,0,1,0
Better Extreme,4220277.0,51.55893630236165,-0.1116003266776994,Entertainment,1,0,0
The Boulevard,4250315.0,51.512724534730246,-0.1341210419564661,Entertainment,1,0,0
Palace Amusements,4220277.0,51.61388254031851,-0.0648186331432447,Entertainment,1,0,0
Sweat by Bxr,4240293.0,51.50607790048469,-0.0173121905034489,Sports,0,0,1
Flight Club,4220277.0,51.53549426449842,-0.1044383322533321,Entertainment,1,0,0
City Athletic,4240293.0,51.49812459000312,-0.1405955257090273,Sports,0,0,1
Moreyoga,4240293.0,51.49364157998489,-0.1408643860975928,Sports,0,0,1
Lanserof at the Arts Club,4240293.0,51.50861968125727,-0.1422361855226876,Sports,0,0,1
Picnic,4220277.0,51.41195554208844,-0.2995558662393873,Entertainment,1,0,0
2bx,4240293.0,51.37734302499817,0.0103423907716314,Sports,0,0,1
Oxford House,4250315.0,51.52636670017666,-0.0615109127815162,Entertainment,1,0,0
Reflexions Reflexology Shop,4240293.0,51.455935578269816,-0.164822562873001,Sports,0,0,1
Milo & the Bull,4240293.0,51.46207275665906,-0.1731563049181263,Sports,0,0,1
Deptford Adventure Playground,4220277.0,51.48246093995783,-0.026243726760923,Entertainment,1,0,0
The Secret Boxing Gym,4240293.0,51.506230212048926,-0.0904362453900528,Sports,0,0,1
Fold.,4240293.0,51.5542913728376,-0.089087620277888,Sports,0,0,1
Gymbox,4240293.0,51.542193472444346,-0.0079840031566569,Sports,0,0,1
Moreyoga,4240293.0,51.493229219291386,0.0638844660631939,Sports,0,0,1
Barrecore Islington,4240293.0,51.53702782889128,-0.1036247961637177,Sports,0,0,1
My Gym Battersea,4240293.0,51.47448547977157,-0.1561151211631062,Sports,0,0,1
Core Flex Pilates,4240293.0,51.49149303303783,-0.171216999086539,Sports,0,0,1
The Rec Club,4240293.0,51.55346175684429,-0.1632657487475684,Sports,0,0,1
Gymbox,4240293.0,51.51412552753921,-0.3064621921886837,Sports,0,0,1
Crossfit Bermondsey,4240293.0,51.49247105671853,-0.0657150470571544,Sports,0,0,1
Atik,4250312.0,51.544258168762646,-0.4742184384993239,Entertainment,1,0,0
Evolve Gym,4240293.0,51.595636166886685,-0.2606671889911991,Sports,0,0,1
The Little Gym,4240293.0,51.42779456646861,-0.3547953492840587,Sports,0,0,1
Moreyoga,4240293.0,51.54987700318284,-0.0582024229891008,Sports,0,0,1
Denizli Sosyal Club,4250314.0,51.55634369522031,-0.0558222792410706,Entertainment,1,0,0
Titan Gym,4240293.0,51.542869458700686,-0.055617888611142,Sports,0,0,1
Barry's Bootcamp,4240293.0,51.49397110837705,-0.148506297945627,Sports,0,0,1
Envision,4240293.0,51.58348956324638,-0.2282747549337982,Sports,0,0,1
Rumble,4240293.0,51.54498874851032,-0.0739735518946142,Sports,0,0,1
Fit Club,4240293.0,51.60079299204199,-0.4093116201648975,Sports,0,0,1
Cycle Culture,4240293.0,51.43429110557902,-0.1625680959068031,Sports,0,0,1
Active Air Fitness,4240293.0,51.291876039248535,-0.1057110131689871,Sports,0,0,1
111 Pilates,4240293.0,51.48445695178132,0.0018912442844811,Sports,0,0,1
Animo Yoga,4240293.0,51.53226699688629,-0.0340242430361633,Sports,0,0,1
Royal Air Forces Association,4250314.0,51.44346647030895,0.2217856632087327,Entertainment,1,0,0
Studio 225,4240293.0,51.47871554896077,-0.0116641872679255,Sports,0,0,1
Royal Naval Association,4250314.0,51.53562170642317,-0.3490505978452936,Entertainment,1,0,0
The Garage Studio,4240293.0,51.4671665522993,-0.266406144503409,Sports,0,0,1
Energie Fitness Clubs,4240293.0,51.39823119041655,-0.0994515312952063,Sports,0,0,1
Form Personal Training,4240293.0,51.28724906214713,0.1950429491820576,Sports,0,0,1
Abi's Fitness,4240293.0,51.44270977086863,-0.1666910461093101,Sports,0,0,1
Crossfit Battlebox,4240293.0,51.594836065096125,0.0361892060413986,Sports,0,0,1
Studio 17,4240293.0,51.45567596268215,-0.3096337459535654,Sports,0,0,1
Royal Naval Association,4250314.0,51.57825553389956,0.1873838396105802,Entertainment,1,0,0
Zero Gravity Pilates,4240293.0,51.587322234985386,-0.1333182412622369,Sports,0,0,1
Contour Pilates Studio,4240293.0,51.65087204161365,0.0576658897156404,Sports,0,0,1
Zone Body Fit,4240293.0,51.515471689303496,-0.076501691330973,Sports,0,0,1
Royal Naval Association,4250314.0,51.319744356273375,-0.1393363396555822,Entertainment,1,0,0
Urban Fitness,4240293.0,51.48408386092549,-0.1847438134162715,Sports,0,0,1
The Artzone,4250315.0,51.62445585137228,-0.0570872626295513,Entertainment,1,0,0
Core Collective,4240293.0,51.53330169730821,-0.1708107060410184,Sports,0,0,1
Royal Casino Slots,4220277.0,51.54485843474736,-0.4770941919182621,Entertainment,1,0,0
The Gym,4240293.0,51.52106656098221,-0.0515304114512715,Sports,0,0,1
Surge,4240293.0,51.51428798578391,-0.1087778044142979,Sports,0,0,1
Matt Roberts Evolution,4240293.0,51.51055330990118,-0.1526128325025983,Sports,0,0,1
Whirled Cinema & Studio,4250308.0,51.46508861593385,-0.1014834942852406,Entertainment,1,0,0
Catford Mews,4250308.0,51.44621892559051,-0.0202948039245416,Entertainment,1,0,0
West Norwood Library & Picturehouse,4250308.0,51.433203527706766,-0.1033236060069265,Entertainment,1,0,0
The Garden Cinema,4250308.0,51.51623530435994,-0.1213950210171493,Entertainment,1,0,0
Curzon Cinemas,4250308.0,51.528874953131286,-0.0839094658448216,Entertainment,1,0,0
Burn It Fitness,4240293.0,51.47748338881584,0.0189189696867833,Sports,0,0,1
Plonk,4220277.0,51.54202787699472,-0.0574708454208066,Entertainment,1,0,0
Gracelands Yard,4240293.0,51.53050930738859,-0.2166401911569066,Sports,0,0,1
Serene Fitness,4240293.0,51.57139670277288,0.1840528623412778,Sports,0,0,1
Game Nation,4220280.0,51.53751182214317,-0.1411680968430301,Gambling,0,1,0
Bloodline Gym,4240293.0,51.5556302522833,-0.0545543988709143,Sports,0,0,1
London Floatation Centre,4240293.0,51.49927248946327,-0.0126512583225379,Sports,0,0,1
Compass Chelsea,4240293.0,51.4853064179222,-0.1804809032481729,Sports,0,0,1
The Basement Ldn,4240293.0,51.55334772003524,-0.1434508160860727,Sports,0,0,1
Dynamix,4240293.0,51.53083571436511,0.0382917833946108,Sports,0,0,1
Digme,4240293.0,51.51328509122986,-0.1281027172764121,Sports,0,0,1
Blaze Gym,4240293.0,51.60768298127846,-0.002331153284393,Sports,0,0,1
The Gym,4240293.0,51.437077305048376,-0.0194670965612187,Sports,0,0,1
The Gym,4240293.0,51.50914028008166,-0.0848153926636115,Sports,0,0,1
The Gym,4240293.0,51.55929775202743,-0.3996429748693245,Sports,0,0,1
Body & Brain,4240293.0,51.49778269519039,-0.2277002151437659,Sports,0,0,1
Pure Muscles Gym,4240293.0,51.58535299401395,-0.001188832528175,Sports,0,0,1
Enchanted Wood Land,4220277.0,51.45072298726923,0.1036914259503644,Entertainment,1,0,0
Blackheath Yoga,4240293.0,51.46628854112339,0.0078569895821865,Sports,0,0,1
Hillingdon Sports & Leisure Complex,4240293.0,51.55099246013864,-0.4672574236637132,Sports,0,0,1
Fitness Planet Gym,4240293.0,51.55854927858785,-0.2179383208614165,Sports,0,0,1
Clip 'n Climb,4240293.0,51.593356469482416,-0.0144377500851706,Sports,0,0,1
Triangle Club,4250312.0,51.53293645517667,-0.2404072927254095,Entertainment,1,0,0
Game Nation,4220277.0,51.53944140523528,-0.194473297446329,Entertainment,1,0,0
Psycle,4240293.0,51.51525249489752,-0.1898522706276506,Sports,0,0,1
Westway Portobello Fitness Club,4240293.0,51.51802699925983,-0.2089121463011851,Sports,0,0,1
Southwark Outdoor Sports,4240293.0,51.49583149565394,-0.05250591769397,Sports,0,0,1
Hi Physio Motion,4240293.0,51.57819697195308,-0.1487742252044794,Sports,0,0,1
Graeae Theatre Company,4250315.0,51.53279689263687,-0.0768384019056926,Entertainment,1,0,0
The Chelsea Theatre,4250315.0,51.481609482183096,-0.1798359380234189,Entertainment,1,0,0
F45,4240293.0,51.48428193441442,-0.1765868298802343,Sports,0,0,1
Willow,4240293.0,51.45598231422733,-0.1649358399643315,Sports,0,0,1
Vive Fitness,4240293.0,51.49629096400388,-0.1310320690371682,Sports,0,0,1
Explore Pilates,4240293.0,51.41123441007506,-0.209651879223416,Sports,0,0,1
Clip 'n Climb,4240293.0,51.47793117034119,-0.1885220569126492,Sports,0,0,1
E4 Fitness & Leisure,4240293.0,51.6095641307606,-0.0061336811459611,Sports,0,0,1
Buddhabox,4240293.0,51.50855536085973,-0.1433988512243351,Sports,0,0,1
Powerwave,4240293.0,51.39839256604452,-0.0431483816077079,Sports,0,0,1
Bar None Fitness,4240293.0,51.42527310112063,-0.2203660856845459,Sports,0,0,1
Btx,4240293.0,51.55563827849956,-0.1939906618374615,Sports,0,0,1
The Conservative Association,4250314.0,51.60167792839261,-0.3554209386786814,Entertainment,1,0,0
Reels Casino Slots,4220280.0,51.42054799382668,-0.2057109819061271,Gambling,0,1,0
Gainsborough Playing Fields,4240293.0,51.54528875996104,-0.0223894807813627,Sports,0,0,1
Copper Box Arena,4240293.0,51.54430759523429,-0.0200927621660581,Sports,0,0,1
W6 Gym,4240293.0,51.49492541747557,-0.2469999373928139,Sports,0,0,1
Anytime Fitness,4240293.0,51.464706557347085,-0.0170184610437867,Sports,0,0,1
Energy 360,4240293.0,51.60827459014484,-0.3732347492642437,Sports,0,0,1
Not Another Gym,4240293.0,51.39220655298452,-0.5033427200546264,Sports,0,0,1
Movement Labs,4240293.0,51.51449492161398,-0.0690483099776657,Sports,0,0,1
Ride Republic,4240293.0,51.476986395638455,-0.201923149836022,Sports,0,0,1
Digme,4240293.0,51.5151047622348,-0.0903677822040396,Sports,0,0,1
Silvertime,4220280.0,51.55200163991127,-0.2978007025529801,Gambling,0,1,0
Merkur Slots,4220277.0,51.50082959030476,-0.3825382208640531,Entertainment,1,0,0
District,4240293.0,51.46864066144341,-0.1498572926214072,Sports,0,0,1
Sweat Clubs,4240293.0,51.508074283251,-0.0263762688672332,Sports,0,0,1
Box Up Crime,4240293.0,51.536256019918405,0.0818939748579093,Sports,0,0,1
Admiral Casino,4220277.0,51.39862361223613,-0.0970344675109532,Entertainment,1,0,0
Rectory Park,4240302.0,51.53363271865124,-0.3831492440508134,Sports,0,0,1
Ground,4240293.0,51.57395723629411,-0.112377671885653,Sports,0,0,1
Coombe Hill Golf Club,4240292.0,51.422719325263856,-0.2611126231196484,Sports,0,0,1
Black Lotus Yoga,4240293.0,51.61418694372511,-0.2507271092196648,Sports,0,0,1
Airthrill,4220277.0,51.44522532108166,-0.0179057294214433,Entertainment,1,0,0
Miguel's Boxing & Fitness Gym,4240293.0,51.46508861593385,-0.1014834942852406,Sports,0,0,1
Bannister Outdoor Sports Centre,4240293.0,51.61058662380119,-0.3539580573773726,Sports,0,0,1
All Abilities Pilates,4240293.0,51.3549130284309,-0.1624539843584844,Sports,0,0,1
Merkur Slots,4220277.0,51.61761916624044,-0.1771352800772248,Entertainment,1,0,0
Merkur Slots,4220277.0,51.46337900669878,0.103020936773183,Entertainment,1,0,0
Yoga Hook,4240293.0,51.61288476820936,-0.1752292019386175,Sports,0,0,1
Dfk Gym,4240293.0,51.590638481237605,-0.1422628820840363,Sports,0,0,1
Heathrow Gymnastics Club,4240293.0,51.46793259820268,-0.4057454586974852,Sports,0,0,1
The London Fit Club,4240293.0,51.49112691130462,-0.0394680109744588,Sports,0,0,1
Kent Combat Store,4230283.0,51.444023865944686,0.2163801432920993,Sports,0,0,1
Revive,4240293.0,51.44670214455376,-0.1489309175430317,Sports,0,0,1
Royal Casino Slots,4220277.0,51.46837170203484,-0.3660478603149262,Entertainment,1,0,0
Apple Bingo,4220278.0,51.42752621688075,-0.0559438826389864,Gambling,0,1,0
Cryer Arts,4250315.0,51.365297400945366,-0.1624290941885006,Entertainment,1,0,0
Snap Fitness,4240293.0,51.42298991368916,-0.1610077019881134,Sports,0,0,1
F45,4240293.0,51.40928991365331,-0.2130494232069829,Sports,0,0,1
Sway,4250312.0,51.5155675147838,-0.120687443797663,Entertainment,1,0,0
Ruby Blue,4250312.0,51.5111434031579,-0.1302657484914749,Entertainment,1,0,0
Endurance Workshop,4240293.0,51.46684433332795,-0.1426016819883234,Sports,0,0,1
Electric Cinema,4250314.0,51.52435921113994,-0.0739359977359922,Entertainment,1,0,0
Merkur Slots,4220277.0,51.46830623008336,-0.3636098264965738,Entertainment,1,0,0
Power Up Centre of Excellence,4240293.0,51.57757511790247,-0.0091649936508788,Sports,0,0,1
Pt Lab London,4240293.0,51.5900138657364,-0.0241838262899983,Sports,0,0,1
Complete Physio Pilates,4240293.0,51.51233849909042,-0.0823119492688082,Sports,0,0,1
Admiral Casino,4220277.0,51.58159764675376,-0.0999223021046947,Entertainment,1,0,0
Little Vegas,4220277.0,51.59099538719081,-0.1044097897026763,Entertainment,1,0,0
Social Club,4250314.0,51.59796972026624,-0.094734085946435,Entertainment,1,0,0
William Hill,4220279.0,51.568461736325546,-0.111191211331933,Gambling,0,1,0
Goksun Fc Social Club,4250314.0,51.59347200677379,-0.0979686175212746,Entertainment,1,0,0
Star Sports,4220279.0,51.49565165932859,-0.0830700201269949,Gambling,0,1,0
Retrofit London,4240293.0,51.49382379344901,-0.1771021471083766,Sports,0,0,1
Last Stop,4250314.0,51.588948388420114,-0.0808198186440234,Entertainment,1,0,0
Feel Good Too,4240302.0,51.56102575914842,-0.0217471953839579,Sports,0,0,1
E10 Pool Bar,4240301.0,51.57565414552536,-0.0120198888678344,Sports,0,0,1
Genysis Studios,4240293.0,51.41888225422453,-0.0798259852717956,Sports,0,0,1
Royal Casino Slots,4220277.0,51.55991961681944,0.0695356449725316,Entertainment,1,0,0
Star Sports,4220279.0,51.524189351247664,-0.2020248693201151,Gambling,0,1,0
Power Pilates UK,4240293.0,51.4089765460722,-0.0254268614470456,Sports,0,0,1
Stretch Lab,4240293.0,51.51691644992066,-0.200394341888917,Sports,0,0,1
The Secret Garden,4250312.0,51.49243346880194,-0.1941847735244287,Entertainment,1,0,0
Terra Hale,4240293.0,51.5084067868066,-0.2002108896189605,Sports,0,0,1
Admiral Casino,4220277.0,51.419634807367565,-0.082673854157895,Entertainment,1,0,0
Lift Each Other,4240293.0,51.37938074703327,0.1027608282151246,Sports,0,0,1
The Golden Goose Theatre,4250315.0,51.478006430469456,-0.1034241053578123,Entertainment,1,0,0
Merkur Slots,4220277.0,51.53438053548106,0.0360710004832837,Entertainment,1,0,0
Game Nation,4220277.0,51.58438804709153,-0.0190581608356223,Entertainment,1,0,0
Cyprus Social Club,4250314.0,51.62100853079694,-0.1058607221383087,Entertainment,1,0,0
The Gym,4240293.0,51.42560971321996,-0.0499261563867952,Sports,0,0,1
Game Nation,4220277.0,51.5597187178679,0.0757662658869684,Entertainment,1,0,0
Fitness First,4240293.0,51.51492502309516,-0.1390466973916872,Sports,0,0,1
Shots,4240301.0,51.65810131842327,-0.3995277398940809,Sports,0,0,1
Fitness Lab,4240293.0,51.51662713595689,-0.1329814672750063,Sports,0,0,1
9round,4240293.0,51.47594729094668,-0.205708051512119,Sports,0,0,1
Nrg Gym,4240293.0,51.46083056761523,-0.0117016994146383,Sports,0,0,1
Arch Health & Fitness,4240293.0,51.48600709967597,-0.2873109065406558,Sports,0,0,1
Light Centre,4240293.0,51.52148601935076,-0.1513343872621891,Sports,0,0,1
Merkur Slots,4220277.0,51.49160456158688,0.0651421615783214,Entertainment,1,0,0
Croydon Boxing Academy,4240293.0,51.3758171097775,-0.1025209606372483,Sports,0,0,1
Everlast Fitness Club,4240293.0,51.33878303934946,-0.2293169891728014,Sports,0,0,1
Betansells,4220279.0,51.62701420229295,-0.3869255431834392,Gambling,0,1,0
Admiral Casino,4220277.0,51.51054221953905,-0.323686369137,Entertainment,1,0,0
Core Collective,4240293.0,51.50029080574794,-0.1604911559226958,Sports,0,0,1
Merkur Slots,4220277.0,51.47365687453985,-0.0897520689524982,Entertainment,1,0,0
Hitio Gym,4240293.0,51.53580632936677,-0.0882037133234612,Sports,0,0,1
Crossfit Sw1,4240293.0,51.508488494757344,-0.13521638499753,Sports,0,0,1
Energie Fitness Clubs,4240293.0,51.4276158180918,-0.3548736925194636,Sports,0,0,1
The Form Room,4240293.0,51.549168206057765,-0.1407362910239105,Sports,0,0,1
Infinity,4250312.0,51.57676696794464,0.0677247184923362,Entertainment,1,0,0
The Gym,4240293.0,51.57047308261554,-0.2299367001882496,Sports,0,0,1
New Chiswick Pool,4240293.0,51.48186764586721,-0.2550271329923577,Sports,0,0,1
Atvr,4220277.0,51.49300445931043,0.0633701023127609,Entertainment,1,0,0
The Fitness Pod,4240293.0,51.43158123241447,-0.5532839203145868,Sports,0,0,1
The Good Rooms,4240293.0,51.59100754349793,-0.1411506401901924,Sports,0,0,1
The Muswell Hill Club,4240293.0,51.59124165655429,-0.1525605221083355,Sports,0,0,1
Pilates Reform Studio,4240293.0,51.49225324295704,0.0738380182064693,Sports,0,0,1
John Reed Fitness,4240293.0,51.5178187129916,-0.0830907161896405,Sports,0,0,1
House of Fitness,4240293.0,51.52471622589461,-0.0880628035249089,Sports,0,0,1
The Locker Room,4240293.0,51.48831989560568,-0.110601587376301,Sports,0,0,1
Solo Sixty,4240293.0,51.48954962704044,-0.121488162866077,Sports,0,0,1
Twist Gym,4240293.0,51.30983948147114,-0.2415080118333106,Sports,0,0,1
Star Sports,4220279.0,51.40569591919891,-0.1632256570086931,Gambling,0,1,0
